CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U45202HP2006PTC030087,PITAMBRA HYDRO POWER PROJECTS PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-04-06,Himachal Pradesh,100000,100000,45202,Construction,"V P O JAUNTATEH NURPUR DISTT KANGRA H P , Unclassified HP 000000",RoC-Himachal Pradesh,anujmahajan1@gmail.com,31-03-17,31-03-17
U45202HP2006PTC030089,TRILOKI CONSRUCTION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-04-06,Himachal Pradesh,500000,100000,45202,Construction,"VILL TAKOLI P O PANARSASUB TEH AVT DISTT MANDI H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U45202HP2006PTC030105,GAYORD RESORTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,21-04-06,Himachal Pradesh,100000,100000,45202,Construction,"MOJA TAKSAL OLD KASAULI SECTOR 2 PARWANOO , Unclassified HP 000000",RoC-Himachal Pradesh,kanwalcs@gmail.com,31-03-09,31-03-09
U45202HP2006PTC030153,SPEN FORMULATIONS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,27-04-06,Himachal Pradesh,12500000,12000000,45202,Construction,"123 INDUSTRAIL AREAMEHATPUR UNA H P , Unclassified HP 000000",RoC-Himachal Pradesh,drspenform@gmail.com,31-03-20,31-03-20
U45202HP2006PTC030155,SPRING HILLS OACKERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-04-06,Himachal Pradesh,100000,100000,45202,Construction,"VILL CHETRANP O BIDERWAL DIST UNA H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U45202HP2006PTC030280,BLUE MOUNTAINS CONTRY RESORTS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,01-06-06,Himachal Pradesh,100000,100000,45202,Construction,"114 SECTOR 1PARWANOO TEH KASAULI SOLAN H P , Unclassified HP 000000",RoC-Himachal Pradesh,viveksarin@hotmail.com,31-03-20,31-03-20
U45202HP2007PTC030735,AGRIM CONTRACTORS AND DEVELOPERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-05-07,Himachal Pradesh,100000,0,45202,Construction,"VILLAGE AND P.O. RIBBA TEH MOORANG DISTT KINNAUR RIBBA , Kinnaur Unclassified HP 172116",RoC-Himachal Pradesh,verma.besar@yahoo.co.in,NA,NA
U45202HP2007PTC030759,SAVAV INFRASTRUCTURE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-06-07,Himachal Pradesh,500000,462500,45202,Construction,"152 DIC INDUSTRIAL AREA BADDI DISTT SOLAN , Unclassified HP 173205",RoC-Himachal Pradesh,psharma5858@gmail.com,31-03-14,31-03-14
U45202HP2008PTC030835,SHEREWALIA LAND AGGREGATORS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,18-02-08,Himachal Pradesh,100000,100000,45202,Construction,"C-35, Dilshant Estate, Bharari, Shimla , Shimla Unclassified HP 171001",RoC-Himachal Pradesh,kohlimchd@gmail.com,31-03-11,31-03-11
U45202HP2011PTC031616,ABLAZE ENGINEERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-04-11,Himachal Pradesh,100000,100000,45202,Construction,"c/o Subhash Negi, The Mall, Village Kafnoo P.O. Huri, Tehsil Nichar Kafnoo , Kinnaur Unclassified HP 172118",RoC-Himachal Pradesh,ca.ajaykumar@yahoo.co.in,NA,NA
U45202HP2012PTC000040,RUDRA XI INFRASTRUCTURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-01-12,Himachal Pradesh,100000,100000,45202,Construction,"RUDRA 11 ENCLAVE, GROUND FLOOR PHASE III, BCS , KANGNA DHAR SHIMLA , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,rudra11@gmail.com,31-03-20,31-03-20
U45202HP2018PTC006922,BOHVALLEY MAHARAJA HYDEL PROJECTSPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-03-18,Himachal Pradesh,100000,100000,45202,Construction,"KARAN PARMAR ,SHOP NO. 6, WARD NO. 4 VPO SHAHPUR KANGRA , Kangra Unclassified HP 176206",RoC-Himachal Pradesh,Itaxd00226@gmail.com,31-03-20,31-03-20
U45202HP2018PTC007004,HRN CONSTRUCTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-05-18,Himachal Pradesh,100000,100000,45202,Construction,"H.No. 133/Eo, Ward No. 3, Near Babloo Printer,VPO Shamshi KULU , Kulu Unclassified HP 175126",RoC-Himachal Pradesh,CA.SINGLA786@GMAIL.COM,31-03-20,31-03-20
U45202HP2018PTC007287,AMBIMAHESHWARI CONSTRUCTION PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,31-12-18,Himachal Pradesh,100000,100000,45202,Construction,"C/O KAMAL KANT H NO. 78 VPO NAU TEHSIL AUT, DISTT MANDI MANDI , Mandi Unclassified HP 175121",RoC-Himachal Pradesh,HARISHSHARMA@GMAIL.COM,NA,NA
U45202HP2019OPC007306,KRT CONSTRUCTION (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,15-01-19,Himachal Pradesh,100000,100000,45202,Construction,"UDAY VIHAR, WARD NO.1, SOLAN , Solan Unclassified HP 173211",RoC-Himachal Pradesh,krt24081976@gmail.com,NA,NA
U45202HP2019PTC007395,ASHOK CHAUHAN CONSTRUCTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,25-03-19,Himachal Pradesh,1000000,100000,45202,Construction,"SH. MOTI RAM CHAUHAN, DURGA NIWAS SET 3 NEAR HIMFED BUILDING (BCS) NEW SHIMLA SHIMLA , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,ashok_chauhan1963@rediffmail.com,31-03-20,31-03-20
U45202HP2019PTC007638,DAKSHINESH CONSTRUCTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-10-19,Himachal Pradesh,1000000,1000000,45202,Construction,"C/O SH. RAHUL VERMA, S/O SH. ANIL VERMA RAMSHILLA, DISTT KULLU KULLU , Kulu Unclassified HP 175101",RoC-Himachal Pradesh,abhi_04_06@yahoo.co.in,NA,NA
U45202HP2020OPC008137,LAKRA PURI CONSTRUCTION (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,14-10-20,Himachal Pradesh,100000,100000,45202,Construction,"C/O YOG RAJ , KHASRA NO 5449 MOHALLA BANGOTU CHAMBA , Chamba Unclassified HP 176310",RoC-Himachal Pradesh,robinpuri94@gmail.com,NA,NA
U45202HP2020OPC008243,HARI RAM TILES (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,02-12-20,Himachal Pradesh,100000,100000,45202,Construction,"C/o Subhash Chand S/o Hari Ram Village Digan P O Barwara Teh. Dehra Kangra , Kangra Unclassified HP 177101",RoC-Himachal Pradesh,taxofficehp@gmail.com,NA,NA
U45202HP2020PTC007999,LALISONS BUILDMART PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-08-20,Himachal Pradesh,200000,200000,45202,Construction,"VILLAGE BH 2222, DHARAMSHALA PO PASSU DHARAMSHALA , Kangra Unclassified HP 176001",RoC-Himachal Pradesh,sondhisuchet@gmail.com,NA,NA
U45203HP1997PTC020179,HAMTA CONSTRUCTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-07-97,Himachal Pradesh,1500000,360000,45203,Construction,"NEAR CLUB HOUSEOLD MANALI TEH & DISTT KULLU HIMACHAL PRADESH , Kulu Unclassified HP 000000",RoC-Himachal Pradesh,ira910@gmail.com,31-03-09,31-03-09
U45203HP1999SGC022670,HIMACHAL PRADESH ROAD AND OTHERINFRASTRUCTURE DEVELOPMENT CORPN LTD,Active,Private,Company limited by Shares,State Govt company,10-06-99,Himachal Pradesh,500000000,250000000,45203,Construction,"NEW HIMRUS BUILDINGCIRCULAR ROAD SHIMLA SHIMLA , Shimla Unclassified HP 000000",RoC-Himachal Pradesh,hpridc-hp@nic.in,31-03-19,31-03-19
U45203HP2001PTC024759,JAWALA PROJECTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,06-11-01,Himachal Pradesh,1000000,100000,45203,Construction,"VPO NAGARTEH & DISTT KULLU HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U45203HP2001PTC024804,JAMJAM CONSTRUCTION COMPANY PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,22-11-01,Himachal Pradesh,1000000,250000,45203,Construction,"VILL & P O KANAIDTEH SUNDER NAGAR DISTT MANDI HP , Unclassified HP 000000",RoC-Himachal Pradesh,hsthakurca2008@gmail.com,31-03-19,31-03-19
U45203HP2002PTC024983,ASHADEEP CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-03-02,Himachal Pradesh,4000000,3900000,45203,Construction,"VILL THARASSP O HURLA TEH & DISTT KULLU HIMACHAL PRADESH , Unclassified HP 175125",RoC-Himachal Pradesh,ashapuriscrusher@gmail.com,31-03-20,31-03-20
U45203HP2002PTC024984,UHL CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-03-02,Himachal Pradesh,500000,100000,45203,Construction,"H NO 272/13SAULI KHAD MANDI DISTT MANDI HIMACHAL PRADESH , Unclassified HP 175001",RoC-Himachal Pradesh,vatreturn1999@gmail.com,31-03-20,31-03-20
U45203HP2002PTC025020,H RTHAKUR CONSTRUCTION COMPANY PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,26-03-02,Himachal Pradesh,200000,100000,45203,Construction,"VILL. OKHU P O GALOTTEH NALAGARH DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U45203HP2002PTC025443,KAILVIN CONSTRUCTION CO. PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,23-09-02,Himachal Pradesh,100000,100000,45203,Construction,"BLOCK C 7 8S D A COMPLEX VIKAS NAGAR SHIMLA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U45203HP2002PTC025557,KAILASH CONTRACTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-11-02,Himachal Pradesh,1000000,120000,45203,Construction,"# 24-WARD NO.1HIRA NAGAR HAMIRPUR HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,krishi.2003@gmail.com,31-03-13,31-03-13
U45203HP2003PTC025719,DR.R.K.PURI CONSTRUCTION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,16-01-03,Himachal Pradesh,2500000,707200,45203,Construction,"98/7 SAMKHETAR BAZARMANDI DISTT. MANDI HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,31-03-09,31-03-09
U45203HP2004PTC027581,DADWAL CONSTRUCTION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,15-10-04,Himachal Pradesh,1000000,100000,45203,Construction,"VILL SIMSHAP O CHIYAL SUB TEH MANALI DISTT KULLU , Unclassified HP 000000",RoC-Himachal Pradesh,hsthakurca2008@gmail.com,31-03-09,31-03-09
U45203HP2007PTC030632,MARKANDAY PROJECTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,02-03-07,Himachal Pradesh,1000000,0,45203,Construction,"VILL KUTAGE P O PIPLAGE BHUNTER, DISTT KULLU BHUNTER , Kulu Unclassified HP 175131",RoC-Himachal Pradesh,hsthakurca@yahoo.com,NA,NA
U45203HP2007PTC030701,BHUVNESHWARI BUILDERS AND DEVELOPERSPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-04-07,Himachal Pradesh,1000000,500000,45203,Construction,"C/O GAUTAM HARDWARE & GENERAL STORE PARLA BHUNTAR KULLU , Unclassified HP 175125",RoC-Himachal Pradesh,bhallakullu@gmail.com,31-03-20,31-03-20
U45203HP2007PTC030704,HIMACHAL BUILDCON PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,10-04-07,Himachal Pradesh,1000000,100000,45203,Construction,"C/O SHESHNAG FILLING STATION VPO PANARSA MANDI , Mandi Unclassified HP 175121",RoC-Himachal Pradesh,ira910@gmail.com,31-03-10,31-03-10
U45203HP2007PTC030708,NALIN CONSTRUCTION COMPANY PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-04-07,Himachal Pradesh,100000,0,45203,Construction,"WALIA BROTHER'S BUILDING VPO. KANAID TEH SUNDERNAGAR MANDI , Mandi Unclassified HP 175137",RoC-Himachal Pradesh,SUKHBIRCA99@GMAIL.COM,NA,NA
U45203HP2007PTC030723,A.I.A CONSTRUCTION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,12-04-07,Himachal Pradesh,500000,0,45203,Construction,"VILL LASHNI P O SANDHOLE TEHSIL SARKAGHAT MANDI , Mandi Unclassified HP 175033",RoC-Himachal Pradesh,hsthakuca@yahoo.com,NA,NA
U45203HP2007PTC030743,KASHTRIYA POWER & CONSTRUCTION COMPANYPRIVATE LIMITED.,Strike Off,Private,Company limited by Shares,Non-govt company,15-05-07,Himachal Pradesh,100000,100000,45203,Construction,"BANSAL NIWAS,62, WARD-1 LALAIT NAGAR SUNDER NAGAR , Mandi Unclassified HP 174401",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,31-03-09,31-03-09
U45203HP2007PTC030755,KALIANGI CONSTRUCTIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-06-07,Himachal Pradesh,100000,100000,45203,Construction,"VILLAGE HAAT POST OFFICE BAJAURA KULLU , Kulu Unclassified HP 175126",RoC-Himachal Pradesh,COMPLIANCE@PSV.CO.IN,31-03-16,31-03-16
U45203HP2007PTC030778,HIMALAYAN HORIZON INFRASTRUCTURESPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-08-07,Himachal Pradesh,100000,100000,45203,Construction,"NH-21, PIRDI POST OFFICE MOHAL KULLU , Unclassified HP 175126",RoC-Himachal Pradesh,iraroc910@gmail.com,31-03-16,31-03-16
U45203HP2007PTC030790,HIGH ALTITUDE CONSTRUCTION PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-10-07,Himachal Pradesh,300000,300000,45203,Construction,"VILL RAJGARH P O RAJGARH TEHSIL SADAR DISTT MANDI MANDI , Unclassified HP 175027",RoC-Himachal Pradesh,SUKHBIRCA99@GMAIL.COM,31-03-20,31-03-20
U45203HP2008PTC030861,TUNGA MATA CONSTRUCTION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-03-08,Himachal Pradesh,100000,0,45203,Construction,"VILL & PO PANARSA SUB TEH AUT MANDI , Mandi Unclassified HP 175121",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,NA,NA
U45203HP2008PTC030928,KINNER KAILASH INFRASTRUCTURE DEVELOPERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,25-07-08,Himachal Pradesh,500000,0,45203,Construction,"VPO- JUNGA TEH. & DISTT- SHIMLA SHIMLA , Shimla Unclassified HP 173216",RoC-Himachal Pradesh,kumarmaheshIII@yahoo.co.in,NA,NA
U45203HP2008PTC030968,SIRMOUR INFRASTRUCTURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-09-08,Himachal Pradesh,11000000,10986000,45203,Construction,"REGENCY COMPLEX RIVER VIEW LANE , NEW ANAZ MANDI ROAD PAONTA SAHIB , Unclassified HP 173025",RoC-Himachal Pradesh,mamtamalhotracs@gmail.com,31-03-20,31-03-20
U45203HP2009PTC031155,SMILE DEVELOPERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-08-09,Himachal Pradesh,2500000,2500000,45203,Construction,"AKHARA BAZAR KULLU , Unclassified HP 175101",RoC-Himachal Pradesh,returns.awc@gmail.com,31-03-14,31-03-14
U45203HP2009PTC031166,GREEN PLANET INFRASTRUCTURE CONSULTANTSPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-08-09,Himachal Pradesh,100000,100000,45203,Construction,"VPO LARJI TEHSIL BANJAR KULLU , Unclassified HP 175122",RoC-Himachal Pradesh,ira910@gmail.com,31-03-16,31-03-16
U45203HP2009PTC031170,BARHA INFRASTRUCTURES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-08-09,Himachal Pradesh,100000,100000,45203,Construction,"C/O ASHOK KUMAR, NEAR FOREST REST HOUSE VILLAGE ROWAR POST OFFICE GARSA KULLU , Unclassified HP 175141",RoC-Himachal Pradesh,iraroc910@gmail.com,31-03-14,31-03-13
U45203HP2009PTC031220,SKYLITE CONSTRUCTIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,24-09-09,Himachal Pradesh,200000,100000,45203,Construction,"VILL-DINAK, P.O. KANAID TEHSIL SUNDER NAGAR, DISTT. MANDI SUNDER NAGAR , Mandi Unclassified HP 175137",RoC-Himachal Pradesh,ashish2007kp@yahoo.co.in,NA,NA
U45203HP2009PTC031227,MAVS INFRACON PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-09-09,Himachal Pradesh,1000000,970000,45203,Construction,"HOUSE NO. 177/8, GREEN PEACE COLONY, UPPER DHALPUR KULLU , Kulu Unclassified HP 175101",RoC-Himachal Pradesh,starchinav19@gmail.com,31-03-20,31-03-20
U45203HP2010PTC031498,NAL NEEL CONSTRUCTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-12-10,Himachal Pradesh,100000,100000,45203,Construction,"C/O ESS AAR ELECTRICALS VILLAGE SARABAI POST OFFICE BAJAURA KULLU , Unclassified HP 175135",RoC-Himachal Pradesh,sre.kullu@gmail.com,31-03-20,31-03-20
U45203HP2011PTC000006,ISHANVI CONTRACTORS & CONSULTANTSPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-11-11,Himachal Pradesh,100000,100000,45203,Construction,"HOUSE NO-140 C VILLAGE DEVDHAR, P.O. NEOLI KULLU , Unclassified HP 175101",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,31-03-14,31-03-14
U45203HP2011PTC031636,KUNSUNG NAG ENGINEERS AND CONSTRUCTIONSPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-04-11,Himachal Pradesh,100000,100000,45203,Construction,"47(1), SHAUNTU, TINGRET UDIAPUR , Lahaul And Spiti Unclassified HP 175142",RoC-Himachal Pradesh,saggi@neerajsaggi.com,31-03-12,31-03-12
U45203HP2011PTC031680,GENIUS CONTRACTORS & ENGINEERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,07-06-11,Himachal Pradesh,100000,100000,45203,Construction,"ABHILASHI COMPLEX NERCHOWK MANDI , Mandi Unclassified HP 175021",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,31-03-14,31-03-13
U45203HP2011PTC031681,SONAKSHI BUILDTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-11,Himachal Pradesh,100000,100000,45203,Construction,"VILLAGE AND POST OFFICE SIRDI TEHSIL BHARMOUR CHAMBA , Unclassified HP 176315",RoC-Himachal Pradesh,sharmachaman388@gmail.com,31-03-20,31-03-20
U45203HP2011PTC031690,GOKUL SHYAM CONSTRUCTIONS PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,15-06-11,Himachal Pradesh,100000,100000,45203,Construction,"C/O HEMANT JHINGTA JHINGTA NIWAS KELESTON ESTATE SHIMLA , Shimla Unclassified HP 171001",RoC-Himachal Pradesh,csankitgandhi@gmail.com,NA,NA
U45203HP2012PTC000028,MAHESHWARAM POWER & INFRASTRUCTUREPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,02-01-12,Himachal Pradesh,100000,100000,45203,Construction,"130/2, UPPER HARIPUR, SUNDERNAGAR , Mandi Unclassified HP 175018",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,NA,NA
U45203HP2019OPC007658,V2N CONSTRUCTION (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,18-10-19,Himachal Pradesh,100000,100000,45203,Construction,"C/o Naveen Kumar, House No.36 Vill. Tikar, P.O/Teh - Rajgarh, Sirmaur RAJGARH , Sirmaur Unclassified HP 173101",RoC-Himachal Pradesh,rocfiling2010@gmail.com,31-03-20,31-03-20
U45204HP2003PTC026019,COUSINS CONSTRUCTION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-05-03,Himachal Pradesh,500000,100000,45204,Construction,"# 98/6SAMKHETAR BAZAR DISTT MANDI HIMACHAL PRADESH , Unclassified HP 175001",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,31-03-06,31-03-06
U45204HP2011PTC031632,SHANSHER VALLEY CONSTRUCTION PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,27-04-11,Himachal Pradesh,100000,100000,45204,Construction,"VILLAGE SHANSHER, P.O BAZAHARA SUB DIVISION SAINJ KULLU , Unclassified HP 175134",RoC-Himachal Pradesh,shanshervalleyconstruction@gmail.com,31-03-20,31-03-20
U45204HP2014PTC000648,DREAMS URBAN AND RURAL PROJECTS INFRADEVELOPERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-01-14,Himachal Pradesh,1000000,100000,45204,Construction,"BIRMA NIWAS, MALYANA, VILLAGE & P.O. MALYANA, SANJAULI, SHIMLA , Shimla Unclassified HP 171006",RoC-Himachal Pradesh,CSVISHALSONI@GMAIL.COM,NA,NA
U45205HP2009PTC031063,SKI HIMALAYAS ROPEWAY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-03-09,Himachal Pradesh,50000000,47136410,45205,Construction,"REGENCY COMPLEX RIVER LINE VIEW NEW ANAZ MANDI ROAD PAONTA SAHIB , Unclassified HP 173025",RoC-Himachal Pradesh,skihimalayas@gmail.com,31-03-20,31-03-20
U45206HP2001PTC024383,KOL HYDRO POWER PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,08-05-01,Himachal Pradesh,200000,100000,45206,Construction,"VPO TALYANATEH GHUMARWIN DISTT BILASPUR HIMACHAL PRADESH , Bilaspur Unclassified HP 000000",RoC-Himachal Pradesh,Rajeshkumar_ca@mail.com,31-03-07,31-03-07
U45206HP2004PTC026725,HIMGIRI HYDRO CONSTRUCTIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,16-01-04,Himachal Pradesh,500000,100000,45206,Construction,"1, ELECTRONICS COMPLEXCHAMBAGHAT P.O. CHAMBAGHAT TEH. & DISTT. SOLAN HP , Unclassified HP 173213",RoC-Himachal Pradesh,camksolan@yahoo.co.in,31-03-10,31-03-10
U45206HP2004PTC026790,CHAWARASSI SIDH HYDRO CONSTRUCTIONPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-02-04,Himachal Pradesh,500000,100000,45206,Construction,"PIRIDI P .O MOHALNEAR ANGORA FARM DISTT.KULLU HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U45206HP2004PTC027247,SWAMINI HYDRO POWERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-06-04,Himachal Pradesh,200000,200000,45206,Construction,"MRINALEENI ESTATESDEONGHAT P O SAPROON TEH & DISTT SOLAN H P , Unclassified HP 173211",RoC-Himachal Pradesh,cs.mahindru@gmail.com,31-03-20,31-03-20
U45206HP2008PLC031377,MIYAR HYDRO ELECTRIC POWER COMPANYLIMITED,Active,Public,Company limited by Shares,Non-govt company,26-06-08,Himachal Pradesh,7500000,6848600,45206,Construction,"Uttam Niwas, 5th Floor Sector-4, New Shimla Shimla , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,contact@hpppl.in,31-03-20,31-03-20
